page_id,doc_id,page_num,file_name,document_family,experiment_tier,pdf_path,image_path,image_name,width,height,page_type,has_table,has_diagram,has_designators,has_dimensions,has_dense_text,is_candidate_page,include_flag,split,notes,label_notes
doc006_p009,doc006,9,doc006_evm_crosspoint-switch.pdf,evaluation_board,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc006_evm_crosspoint-switch.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc006\doc006_p009.png,doc006_p009.png,1224,1584,other,yes,no,no,no,no,no,yes,train,,chapter 1 overview opener with topic summary table
doc006_p010,doc006,10,doc006_evm_crosspoint-switch.pdf,evaluation_board,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc006_evm_crosspoint-switch.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc006\doc006_p010.png,doc006_p010.png,1224,1584,other,yes,yes,no,no,yes,yes,yes,train,,sample functional configurations page with four switch routing diagrams and small configuration tables
doc006_p011,doc006,11,doc006_evm_crosspoint-switch.pdf,evaluation_board,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc006_evm_crosspoint-switch.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc006\doc006_p011.png,doc006_p011.png,1224,1584,assembly,no,yes,no,no,yes,yes,yes,train,,board photograph page showing 4x4 crosspoint switch evm with installed device variants
doc006_p012,doc006,12,doc006_evm_crosspoint-switch.pdf,evaluation_board,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc006_evm_crosspoint-switch.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc006\doc006_p012.png,doc006_p012.png,1224,1584,layout,no,yes,yes,no,yes,yes,yes,train,,signal paths page with labeled board connection diagram including connectors jumpers and power jacks
doc006_p013,doc006,13,doc006_evm_crosspoint-switch.pdf,evaluation_board,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc006_evm_crosspoint-switch.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc006\doc006_p013.png,doc006_p013.png,1224,1584,other,no,no,no,no,yes,no,yes,train,,chapter 2 setup and required equipment introduction and applying an input text page
doc006_p014,doc006,14,doc006_evm_crosspoint-switch.pdf,evaluation_board,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc006_evm_crosspoint-switch.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc006\doc006_p014.png,doc006_p014.png,1224,1584,other,no,yes,yes,no,yes,yes,yes,train,,evm power connections test setup diagram with supplies scope and signal sources
doc006_p015,doc006,15,doc006_evm_crosspoint-switch.pdf,evaluation_board,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc006_evm_crosspoint-switch.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc006\doc006_p015.png,doc006_p015.png,1224,1584,other,yes,yes,yes,no,yes,yes,yes,train,,crosspoint function table and termination interface diagram for lvds cml or lvpecl drivers
doc006_p016,doc006,16,doc006_evm_crosspoint-switch.pdf,evaluation_board,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc006_evm_crosspoint-switch.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc006\doc006_p016.png,doc006_p016.png,1224,1584,other,no,no,no,no,yes,no,yes,train,,observing an output and typical test results explanatory text page with note box
doc006_p017,doc006,17,doc006_evm_crosspoint-switch.pdf,evaluation_board,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc006_evm_crosspoint-switch.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc006\doc006_p017.png,doc006_p017.png,1224,1584,other,no,yes,no,no,no,no,yes,train,,typical test results oscilloscope screenshot page
doc006_p018,doc006,18,doc006_evm_crosspoint-switch.pdf,evaluation_board,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc006_evm_crosspoint-switch.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc006\doc006_p018.png,doc006_p018.png,1224,1584,other,no,no,no,no,no,no,yes,train,,blank spacer page with page number only
doc006_p019,doc006,19,doc006_evm_crosspoint-switch.pdf,evaluation_board,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc006_evm_crosspoint-switch.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc006\doc006_p019.png,doc006_p019.png,1224,1584,other,yes,no,no,no,yes,no,yes,train,,chapter 3 evm construction opener with topic summary table
doc006_p020,doc006,20,doc006_evm_crosspoint-switch.pdf,evaluation_board,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc006_evm_crosspoint-switch.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc006\doc006_p020.png,doc006_p020.png,1224,1584,schematic,no,yes,yes,no,no,yes,yes,train,,4x4 crosspoint switch evm full schematic page
doc006_p021,doc006,21,doc006_evm_crosspoint-switch.pdf,evaluation_board,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc006_evm_crosspoint-switch.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc006\doc006_p021.png,doc006_p021.png,1224,1584,layout,no,yes,yes,no,no,yes,yes,train,,board layout patterns page showing component placement and connector locations
doc006_p022,doc006,22,doc006_evm_crosspoint-switch.pdf,evaluation_board,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc006_evm_crosspoint-switch.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc006\doc006_p022.png,doc006_p022.png,1224,1584,layout,no,yes,no,no,no,yes,yes,train,,layer 1 signal plane pcb artwork page
doc006_p023,doc006,23,doc006_evm_crosspoint-switch.pdf,evaluation_board,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc006_evm_crosspoint-switch.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc006\doc006_p023.png,doc006_p023.png,1224,1584,layout,no,yes,no,no,no,yes,yes,train,,gnd plane and layer 3 vcc plane pcb artwork page
doc006_p024,doc006,24,doc006_evm_crosspoint-switch.pdf,evaluation_board,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc006_evm_crosspoint-switch.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc006\doc006_p024.png,doc006_p024.png,1224,1584,layout,no,yes,no,no,no,yes,yes,train,,layer 4 vcc01 plane and layer 5 gnd plane pcb artwork page
doc006_p025,doc006,25,doc006_evm_crosspoint-switch.pdf,evaluation_board,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc006_evm_crosspoint-switch.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc006\doc006_p025.png,doc006_p025.png,1224,1584,layout,no,yes,no,no,no,yes,yes,train,,layer 6 gnd signal plane pcb artwork page
doc006_p026,doc006,26,doc006_evm_crosspoint-switch.pdf,evaluation_board,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc006_evm_crosspoint-switch.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc006\doc006_p026.png,doc006_p026.png,1224,1584,other,no,yes,no,yes,yes,yes,yes,train,,pcb fabrication requirements notes and stackup diagram page
doc006_p027,doc006,27,doc006_evm_crosspoint-switch.pdf,evaluation_board,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc006_evm_crosspoint-switch.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc006\doc006_p027.png,doc006_p027.png,1224,1584,bom,yes,no,yes,no,yes,yes,yes,train,,bill of materials table for sn65lvds125a and sn65lvds250 evm with reference designators
doc007_p001,doc007,1,doc007_eval_adis1620x-board.pdf,evaluation_board,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc007_eval_adis1620x-board.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc007\doc007_p001.png,doc007_p001.png,1224,1584,other,yes,yes,yes,no,yes,yes,yes,train,,overview page containing schematic layout top view parts list and power supply table for adis1620x pcb
doc007_p002,doc007,2,doc007_eval_adis1620x-board.pdf,evaluation_board,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc007_eval_adis1620x-board.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc007\doc007_p002.png,doc007_p002.png,1224,1584,assembly,yes,yes,yes,yes,yes,yes,yes,train,,mechanical drawing page with ordering guide esd caution and board outline dimensions for adis1620x pcb
doc008_p001,doc008,1,doc008_bom_ard00354.pdf,bom,core,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc008_bom_ard00354.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc008\doc008_p001.png,doc008_p001.png,1584,1224,bom,yes,no,yes,no,yes,yes,yes,train,,bill of materials page 1 for mcp6n11 wheatstone bridge reference design including document entries capacitors and connectors
doc008_p002,doc008,2,doc008_bom_ard00354.pdf,bom,core,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc008_bom_ard00354.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc008\doc008_p002.png,doc008_p002.png,1584,1224,bom,yes,no,yes,no,yes,yes,yes,train,,bill of materials page 2 for mcp6n11 wheatstone bridge reference design listing headers inductors and resistors
doc008_p003,doc008,3,doc008_bom_ard00354.pdf,bom,core,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc008_bom_ard00354.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc008\doc008_p003.png,doc008_p003.png,1584,1224,bom,yes,no,yes,no,yes,yes,yes,train,,bill of materials page 3 for mcp6n11 wheatstone bridge reference design listing remaining resistors ics switch resonator and not installed parts
doc009_p001,doc009,1,doc009_bom_tida-00440.pdf,bom,core,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc009_bom_tida-00440.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc009\doc009_p001.png,doc009_p001.png,1224,1584,bom,yes,no,yes,no,yes,yes,yes,train,,bill of materials page 1 for ti designs tida00440 leakage current measurement reference design main board
doc009_p002,doc009,2,doc009_bom_tida-00440.pdf,bom,core,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc009_bom_tida-00440.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc009\doc009_p002.png,doc009_p002.png,1224,1584,bom,yes,no,yes,yes,yes,yes,yes,train,,bill of materials page 2 for tida00440 including remaining main board entries and daughter board items
doc009_p003,doc009,3,doc009_bom_tida-00440.pdf,bom,core,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc009_bom_tida-00440.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc009\doc009_p003.png,doc009_p003.png,1224,1584,other,no,no,no,no,yes,no,yes,train,,important notice for ti reference designs legal disclaimer page with dense text
doc010_p001,doc010,1,doc010_eval_adis16006-board.pdf,evaluation_board,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc010_eval_adis16006-board.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc010\doc010_p001.png,doc010_p001.png,1224,1584,other,yes,yes,yes,no,yes,yes,yes,train,,overview page containing schematic layout top view parts list power supply table and ordering guide for adis16006 pcb
doc010_p002,doc010,2,doc010_eval_adis16006-board.pdf,evaluation_board,extended,E:\Working\PCB_VisualRAG_Project\data\raw_pdfs\doc010_eval_adis16006-board.pdf,E:\Working\PCB_VisualRAG_Project\data\images\doc010\doc010_p002.png,doc010_p002.png,1224,1584,assembly,no,yes,yes,yes,no,yes,yes,train,,mechanical drawing page with board outline hole pattern connector locations and dimensions for adis16006 pcb
