query_id,page_id,coarse_rank,coarse_score,fine_rank,fine_score,page_tokens_before,page_tokens_after
q023,doc005_p009,16,4.61154800,17,-0.28933746,49,16
q023,doc003_p029,1,13.30248400,18,-0.33193830,49,16
q023,doc006_p019,7,6.45408400,19,-0.36087674,49,16
q023,doc007_p002,18,4.52828800,20,-0.58211976,49,16
q024,doc005_p004,15,6.04127200,1,0.67985994,49,16
q024,doc009_p003,20,4.54532400,2,0.42166606,49,16
q024,doc003_p004,7,9.18517400,3,0.34550264,49,16
q024,doc003_p026,12,6.23359500,4,0.28464168,49,16
q024,doc006_p013,16,5.66819700,5,0.27489942,49,16
q024,doc003_p025,2,11.87510600,6,0.24103692,49,16
q024,doc005_p006,8,6.92012800,7,0.21000412,49,16
q024,doc010_p002,17,5.66062600,8,0.20599622,49,16
q024,doc003_p006,4,10.88195300,9,0.15941754,49,16
q024,doc003_p022,5,10.72102900,10,0.14636874,49,16
q024,doc004_p018,19,4.80673400,11,0.09200735,49,16
q024,doc006_p004,13,6.17287700,12,0.04707884,49,16
q024,doc006_p003,18,5.14663700,13,-0.00853581,49,16
q024,doc006_p009,14,6.14343900,14,-0.05654785,49,16
q024,doc003_p023,11,6.23359500,15,-0.17025015,49,16
q024,doc004_p014,6,9.73059500,16,-0.18904489,49,16
q024,doc003_p024,3,11.79799100,17,-0.20999956,49,16
q024,doc003_p027,10,6.38838700,18,-0.27904913,49,16
q024,doc003_p029,1,12.74613100,19,-0.29744694,49,16
q024,doc006_p019,9,6.45408400,20,-0.38976547,49,16
q025,doc005_p004,13,6.04127200,1,0.46477193,49,16
q025,doc003_p004,14,5.77248900,2,0.28385600,49,16
q025,doc003_p026,9,6.23359500,3,0.26193324,49,16
q025,doc006_p013,15,5.66819700,4,0.24805224,49,16
q025,doc005_p006,5,6.92012800,5,0.23651624,49,16
q025,doc003_p025,10,6.16568700,6,0.22287552,49,16
q025,doc010_p002,16,5.66062600,7,0.20510413,49,16
q025,doc006_p016,19,4.31206200,8,0.20102200,49,16
q025,doc003_p022,3,10.72102900,9,0.16157183,49,16
q025,doc003_p006,2,10.88195300,10,0.10509298,49,16
q025,doc006_p003,17,5.14663700,11,0.04921240,49,16
q025,doc006_p009,11,6.14343900,12,0.03676102,49,16
q025,doc003_p023,8,6.23359500,13,-0.11264064,49,16
q025,doc003_p024,12,6.12564800,14,-0.11703652,49,16
q025,doc004_p014,4,9.73059500,15,-0.12586668,49,16
q025,doc005_p009,20,4.04764900,16,-0.14990786,49,16
q025,doc003_p027,7,6.38838700,17,-0.19045919,49,16
q025,doc003_p029,1,12.74613100,18,-0.20872866,49,16
q025,doc006_p019,6,6.45408400,19,-0.24280940,49,16
q025,doc007_p002,18,4.52828800,20,-0.39765403,49,16
q026,doc004_p019,20,4.22575700,1,0.41284665,49,16
q026,doc003_p026,10,6.23359500,2,0.34833327,49,16
q026,doc006_p013,5,8.41818700,3,0.31606770,49,16
q026,doc003_p025,11,6.16568700,4,0.28505760,49,16
q026,doc003_p022,3,10.72102900,5,0.27122051,49,16
q026,doc006_p016,19,4.31206200,6,0.26739159,49,16
q026,doc010_p002,14,5.66062600,7,0.26249334,49,16
q026,doc005_p006,15,5.46510700,8,0.22361505,49,16
q026,doc003_p006,2,10.88195300,9,0.15999004,49,16
q026,doc006_p009,12,6.14343900,10,0.07921363,49,16
q026,doc003_p023,9,6.23359500,11,-0.01720447,49,16
q026,doc004_p014,4,9.73059500,12,-0.03934058,49,16
q026,doc003_p024,13,6.12564800,13,-0.04319054,49,16
q026,doc004_p015,17,4.55900700,14,-0.07250374,49,16
q026,doc005_p009,16,4.61154800,15,-0.15372922,49,16
q026,doc006_p011,6,7.37334100,16,-0.15417616,49,16
q026,doc003_p029,1,13.30248400,17,-0.17263368,49,16
q026,doc003_p027,8,6.38838700,18,-0.20118006,49,16
q026,doc006_p019,7,6.45408400,19,-0.21529931,49,16
q026,doc007_p002,18,4.52828800,20,-0.53214806,49,16
q027,doc004_p019,20,4.22575700,1,0.30217004,49,16
q027,doc003_p026,10,6.23359500,2,0.27266943,49,16
q027,doc006_p013,5,8.41818700,3,0.20552209,49,16
q027,doc003_p025,11,6.16568700,4,0.20033191,49,16
q027,doc003_p022,3,10.72102900,5,0.19053820,49,16
q027,doc005_p006,15,5.46510700,6,0.17655143,49,16
q027,doc010_p002,14,5.66062600,7,0.17137097,49,16
q027,doc006_p016,19,4.31206200,8,0.15884462,49,16
q027,doc003_p006,2,10.88195300,9,0.04406644,49,16
q027,doc006_p009,12,6.14343900,10,0.02327812,49,16
q027,doc004_p015,17,4.55900700,11,-0.10954795,49,16
q027,doc003_p023,9,6.23359500,12,-0.14916758,49,16
q027,doc004_p014,4,9.73059500,13,-0.15909865,49,16
q027,doc006_p011,6,7.37334100,14,-0.16269216,49,16
q027,doc003_p024,13,6.12564800,15,-0.16308738,49,16
q027,doc005_p009,16,4.61154800,16,-0.23318635,49,16
q027,doc003_p027,8,6.38838700,17,-0.26540548,49,16
q027,doc003_p029,1,13.30248400,18,-0.28927764,49,16
q027,doc006_p019,7,6.45408400,19,-0.30961800,49,16
q027,doc007_p002,18,4.52828800,20,-0.53812313,49,16
q028,doc004_p005,7,15.18873500,1,0.45986599,49,16
q028,doc005_p004,12,12.88766500,2,0.39393973,49,16
q028,doc004_p010,4,16.66565500,3,0.38601002,49,16
q028,doc006_p016,9,13.93123100,4,0.32880023,49,16
q028,doc004_p019,20,11.52313600,5,0.31949294,49,16
q028,doc006_p013,6,15.36161200,6,0.30521917,49,16
q028,doc004_p003,3,17.33865500,7,0.29618853,49,16
q028,doc005_p006,1,19.07862200,8,0.24792153,49,16
q028,doc004_p014,13,12.46901700,9,0.24208641,49,16
q028,doc004_p018,10,13.73754800,10,0.21348578,49,16
q028,doc005_p001,17,12.01194300,11,0.18432036,49,16
q028,doc007_p001,16,12.02410800,12,0.02071952,49,16
q028,doc004_p015,5,15.57281600,13,0.01836026,49,16
q028,doc001_p002,19,11.75313500,14,0.00939333,49,16
q028,doc005_p009,11,12.96364000,15,-0.02239003,49,16
q028,doc006_p019,18,11.78659100,16,-0.14119130,49,16
q028,doc006_p006,14,12.37341000,17,-0.25951046,49,16
q028,doc002_p001,2,18.91407500,18,-0.45334655,49,16
q028,doc010_p001,8,14.27885000,19,-0.60544330,49,16
q028,doc001_p004,15,12.21785300,20,-0.70849484,49,16
q029,doc004_p019,9,14.91229200,1,0.70745611,49,16
q029,doc004_p003,20,13.23935200,2,0.63327295,49,16
q029,doc006_p013,5,15.65881500,3,0.57492471,49,16
q029,doc009_p003,18,14.32962900,4,0.55369037,49,16
q029,doc006_p016,19,14.04268800,5,0.53594619,49,16
q029,doc005_p006,4,15.78211400,6,0.53129160,49,16
q029,doc004_p014,8,14.99220500,7,0.37043217,49,16
q029,doc006_p002,17,14.41784700,8,0.36249208,49,16
q029,doc003_p022,2,18.93152000,9,0.32821587,49,16
q029,doc003_p003,6,15.59383400,10,0.22478636,49,16
q029,doc003_p028,10,14.83414500,11,0.21862978,49,16
q029,doc007_p001,12,14.73042100,12,0.21725917,49,16
q029,doc003_p009,7,15.01978100,13,0.21167795,49,16
q029,doc004_p015,14,14.52681700,14,0.17606765,49,16
q029,doc005_p009,11,14.83162900,15,0.07423574,49,16
q029,doc003_p029,1,21.29789500,16,-0.44916996,49,16
q029,doc002_p001,16,14.46568600,17,-0.65408856,49,16
q029,doc003_p011,15,14.51356000,18,-0.66974604,49,16
q029,doc010_p001,13,14.65915000,19,-0.74081808,49,16
q029,doc003_p010,3,17.61642600,20,-0.81974649,49,16
q030,doc005_p004,19,8.93577200,1,0.65014529,49,16
q030,doc005_p002,7,10.51327500,2,0.49122164,49,16
q030,doc004_p019,17,9.16508000,3,0.44390029,49,16
q030,doc004_p010,5,11.32723800,4,0.42824838,49,16
q030,doc005_p006,12,9.54390800,5,0.35133862,49,16
q030,doc006_p013,13,9.39821500,6,0.21997118,49,16
q030,doc005_p001,11,9.64107000,7,0.13865668,49,16
q030,doc003_p022,14,9.27822200,8,0.13479194,49,16
q030,doc006_p003,18,9.14044600,9,0.13382576,49,16
q030,doc003_p009,16,9.17015300,10,0.12888438,49,16
q030,doc003_p006,20,8.83213000,11,0.10662431,49,16
q030,doc003_p008,9,10.16843000,12,0.08942538,49,16
q030,doc003_p003,3,11.48870200,13,0.08701015,49,16
q030,doc005_p009,8,10.39891800,14,0.04723842,49,16
q030,doc007_p001,15,9.19723100,15,0.04301983,49,16
q030,doc006_p019,6,10.53646000,16,-0.32025346,49,16
q030,doc003_p029,1,20.33710400,17,-0.41643372,49,16
q030,doc002_p001,2,16.51667800,18,-0.43625072,49,16
q030,doc003_p011,10,9.90045300,19,-0.46924129,49,16
q030,doc010_p001,4,11.47753400,20,-0.47479478,49,16
