query_id,page_id,coarse_rank,coarse_score,fine_rank,fine_score,page_tokens_before,page_tokens_after
q023,doc006_p019,7,6.45408400,16,-0.39595214,49,8
q023,doc005_p006,15,5.46510700,17,-0.41903749,49,8
q023,doc007_p002,18,4.52828800,18,-0.71686429,49,8
q023,doc003_p027,8,6.38838700,19,-0.72169638,49,8
q023,doc004_p014,4,9.73059500,20,-0.80382270,49,8
q024,doc005_p004,15,6.04127200,1,0.67985994,49,8
q024,doc009_p003,20,4.54532400,2,0.42166609,49,8
q024,doc003_p004,7,9.18517400,3,0.33275580,49,8
q024,doc003_p026,12,6.23359500,4,0.28464168,49,8
q024,doc006_p013,16,5.66819700,5,0.27405840,49,8
q024,doc003_p025,2,11.87510600,6,0.24103692,49,8
q024,doc010_p002,17,5.66062600,7,0.20599627,49,8
q024,doc003_p006,4,10.88195300,8,0.15941755,49,8
q024,doc003_p022,5,10.72102900,9,0.14636880,49,8
q024,doc004_p018,19,4.80673400,10,0.08707708,49,8
q024,doc006_p004,13,6.17287700,11,0.04707886,49,8
q024,doc006_p003,18,5.14663700,12,-0.02338463,49,8
q024,doc003_p024,3,11.79799100,13,-0.26165724,49,8
q024,doc003_p029,1,12.74613100,14,-0.29744688,49,8
q024,doc003_p023,11,6.23359500,15,-0.31652904,49,8
q024,doc006_p009,14,6.14343900,16,-0.36109653,49,8
q024,doc006_p019,9,6.45408400,17,-0.41921341,49,8
q024,doc005_p006,8,6.92012800,18,-0.61862361,49,8
q024,doc003_p027,10,6.38838700,19,-0.85662431,49,8
q024,doc004_p014,6,9.73059500,20,-1.05196249,49,8
q025,doc005_p004,13,6.04127200,1,0.46477193,49,8
q025,doc003_p004,14,5.77248900,2,0.27190208,49,8
q025,doc003_p026,9,6.23359500,3,0.26193327,49,8
q025,doc006_p013,15,5.66819700,4,0.24653330,49,8
q025,doc003_p025,10,6.16568700,5,0.22287548,49,8
q025,doc010_p002,16,5.66062600,6,0.20510414,49,8
q025,doc006_p016,19,4.31206200,7,0.18956751,49,8
q025,doc003_p022,3,10.72102900,8,0.16031602,49,8
q025,doc003_p006,2,10.88195300,9,0.09613732,49,8
q025,doc006_p003,17,5.14663700,10,0.03799491,49,8
q025,doc003_p024,12,6.12564800,11,-0.14230374,49,8
q025,doc003_p023,8,6.23359500,12,-0.19286291,49,8
q025,doc003_p029,1,12.74613100,13,-0.20872858,49,8
q025,doc005_p009,20,4.04764900,14,-0.21960428,49,8
q025,doc006_p009,11,6.14343900,15,-0.23611222,49,8
q025,doc006_p019,6,6.45408400,16,-0.28155977,49,8
q025,doc005_p006,5,6.92012800,17,-0.33630031,49,8
q025,doc007_p002,18,4.52828800,18,-0.60700983,49,8
q025,doc003_p027,7,6.38838700,19,-0.61196959,49,8
q025,doc004_p014,4,9.73059500,20,-0.71737581,49,8
q026,doc004_p019,20,4.22575700,1,0.41284665,49,8
q026,doc003_p026,10,6.23359500,2,0.34833327,49,8
q026,doc006_p013,5,8.41818700,3,0.31606770,49,8
q026,doc003_p025,11,6.16568700,4,0.28505760,49,8
q026,doc003_p022,3,10.72102900,5,0.27122048,49,8
q026,doc006_p016,19,4.31206200,6,0.26739156,49,8
q026,doc010_p002,14,5.66062600,7,0.26249340,49,8
q026,doc003_p006,2,10.88195300,8,0.15999004,49,8
q026,doc003_p024,13,6.12564800,9,-0.06151639,49,8
q026,doc003_p023,9,6.23359500,10,-0.09007403,49,8
q026,doc006_p011,6,7.37334100,11,-0.15941505,49,8
q026,doc003_p029,1,13.30248400,12,-0.17263365,49,8
q026,doc006_p009,12,6.14343900,13,-0.17540723,49,8
q026,doc004_p015,17,4.55900700,14,-0.21648315,49,8
q026,doc006_p019,7,6.45408400,15,-0.22324365,49,8
q026,doc005_p009,16,4.61154800,16,-0.24661227,49,8
q026,doc005_p006,15,5.46510700,17,-0.41357359,49,8
q026,doc007_p002,18,4.52828800,18,-0.55670130,49,8
q026,doc003_p027,8,6.38838700,19,-0.57713032,49,8
q026,doc004_p014,4,9.73059500,20,-0.80202621,49,8
q027,doc004_p019,20,4.22575700,1,0.30217004,49,8
q027,doc003_p026,10,6.23359500,2,0.27266943,49,8
q027,doc006_p013,5,8.41818700,3,0.20101759,49,8
q027,doc003_p025,11,6.16568700,4,0.20033193,49,8
q027,doc003_p022,3,10.72102900,5,0.19053820,49,8
q027,doc010_p002,14,5.66062600,6,0.17137101,49,8
q027,doc006_p016,19,4.31206200,7,0.15033723,49,8
q027,doc003_p006,2,10.88195300,8,0.03680129,49,8
q027,doc006_p011,6,7.37334100,9,-0.16851065,49,8
q027,doc003_p024,13,6.12564800,10,-0.17159308,49,8
q027,doc003_p023,9,6.23359500,11,-0.22552842,49,8
q027,doc004_p015,17,4.55900700,12,-0.26785296,49,8
q027,doc006_p009,12,6.14343900,13,-0.28172824,49,8
q027,doc003_p029,1,13.30248400,14,-0.28927764,49,8
q027,doc005_p009,16,4.61154800,15,-0.32267058,49,8
q027,doc006_p019,7,6.45408400,16,-0.32337347,49,8
q027,doc005_p006,15,5.46510700,17,-0.40031046,49,8
q027,doc003_p027,8,6.38838700,18,-0.66496724,49,8
q027,doc007_p002,18,4.52828800,19,-0.67964560,49,8
q027,doc004_p014,4,9.73059500,20,-0.80526280,49,8
q028,doc004_p005,7,15.18873500,1,0.45986608,49,8
q028,doc005_p004,12,12.88766500,2,0.39393979,49,8
q028,doc004_p010,4,16.66565500,3,0.33778971,49,8
q028,doc006_p013,6,15.36161200,4,0.28165126,49,8
q028,doc004_p019,20,11.52313600,5,0.26253155,49,8
q028,doc006_p016,9,13.93123100,6,0.22209021,49,8
q028,doc004_p018,10,13.73754800,7,0.16592123,49,8
q028,doc004_p003,3,17.33865500,8,0.15232700,49,8
q028,doc005_p001,17,12.01194300,9,0.12275727,49,8
q028,doc007_p001,16,12.02410800,10,-0.00298591,49,8
q028,doc004_p015,5,15.57281600,11,-0.02847764,49,8
q028,doc001_p002,19,11.75313500,12,-0.19040126,49,8
q028,doc005_p009,11,12.96364000,13,-0.26696330,49,8
q028,doc006_p019,18,11.78659100,14,-0.27132678,49,8
q028,doc006_p006,14,12.37341000,15,-0.27251816,49,8
q028,doc005_p006,1,19.07862200,16,-0.28767520,49,8
q028,doc010_p001,8,14.27885000,17,-0.65605760,49,8
q028,doc004_p014,13,12.46901700,18,-0.67053056,49,8
q028,doc002_p001,2,18.91407500,19,-0.70366496,49,8
q028,doc001_p004,15,12.21785300,20,-0.91124034,49,8
q029,doc004_p019,9,14.91229200,1,0.69624072,49,8
q029,doc009_p003,18,14.32962900,2,0.54766679,49,8
q029,doc004_p003,20,13.23935200,3,0.53064823,49,8
q029,doc006_p013,5,15.65881500,4,0.51700091,49,8
q029,doc006_p016,19,14.04268800,5,0.46305391,49,8
q029,doc003_p022,2,18.93152000,6,0.32821599,49,8
q029,doc006_p002,17,14.41784700,7,0.32432663,49,8
q029,doc003_p003,6,15.59383400,8,0.22478639,49,8
q029,doc007_p001,12,14.73042100,9,0.21570270,49,8
q029,doc003_p009,7,15.01978100,10,0.21167801,49,8
q029,doc003_p028,10,14.83414500,11,0.20602462,49,8
q029,doc004_p015,14,14.52681700,12,0.14973068,49,8
q029,doc005_p009,11,14.83162900,13,-0.10526004,49,8
q029,doc005_p006,4,15.78211400,14,-0.24962005,49,8
q029,doc003_p029,1,21.29789500,15,-0.45528820,49,8
q029,doc003_p011,15,14.51356000,16,-0.72074014,49,8
q029,doc004_p014,8,14.99220500,17,-0.73169553,49,8
q029,doc010_p001,13,14.65915000,18,-0.80750710,49,8
q029,doc002_p001,16,14.46568600,19,-1.05119383,49,8
q029,doc003_p010,3,17.61642600,20,-1.08062315,49,8
q030,doc005_p004,19,8.93577200,1,0.65014535,49,8
q030,doc005_p002,7,10.51327500,2,0.49122158,49,8
q030,doc004_p019,17,9.16508000,3,0.40680867,49,8
q030,doc004_p010,5,11.32723800,4,0.37579045,49,8
q030,doc006_p013,13,9.39821500,5,0.18929586,49,8
q030,doc003_p022,14,9.27822200,6,0.13479197,49,8
q030,doc003_p009,16,9.17015300,7,0.12888438,49,8
q030,doc005_p001,11,9.64107000,8,0.12348212,49,8
q030,doc003_p006,20,8.83213000,9,0.10662436,49,8
q030,doc003_p003,3,11.48870200,10,0.08701015,49,8
q030,doc003_p008,9,10.16843000,11,0.06992157,49,8
q030,doc007_p001,15,9.19723100,12,0.03279885,49,8
q030,doc006_p003,18,9.14044600,13,0.02264778,49,8
q030,doc005_p009,8,10.39891800,14,-0.14742643,49,8
q030,doc005_p006,12,9.54390800,15,-0.23044865,49,8
q030,doc006_p019,6,10.53646000,16,-0.39947602,49,8
q030,doc003_p029,1,20.33710400,17,-0.43305773,49,8
q030,doc010_p001,4,11.47753400,18,-0.49737957,49,8
q030,doc003_p011,10,9.90045300,19,-0.53452986,49,8
q030,doc002_p001,2,16.51667800,20,-0.81897920,49,8
