query_id,page_id,coarse_rank,coarse_score,fine_rank,fine_score,bm25_score_raw,mv_score_raw,bm25_score_norm,mv_score_norm,query_bm25_min,query_bm25_max,query_mv_min,query_mv_max,page_tokens_before,page_tokens_after
q008,doc004_p009,43,3.12779300,7,0.54279655,3.12779300,0.54279655,0.02998285,0.80170116,2.59939900,20.22260600,-0.23901448,0.73617560,49,24
q008,doc006_p010,36,3.99528800,8,0.53963602,3.99528800,0.53963602,0.07920743,0.79846023,2.59939900,20.22260600,-0.23901448,0.73617560,49,24
q008,doc003_p022,4,13.61283900,9,0.51286918,13.61283900,0.51286918,0.62493960,0.77101241,2.59939900,20.22260600,-0.23901448,0.73617560,49,24
q008,doc004_p003,34,4.21953800,10,0.49984854,4.21953800,0.49984854,0.09193213,0.75766051,2.59939900,20.22260600,-0.23901448,0.73617560,49,24
q008,doc006_p002,33,4.26653400,11,0.48221800,4.26653400,0.48221800,0.09459884,0.73958143,2.59939900,20.22260600,-0.23901448,0.73617560,49,24
q008,doc004_p019,35,4.09648400,12,0.47590762,4.09648400,0.47590762,0.08494963,0.73311051,2.59939900,20.22260600,-0.23901448,0.73617560,49,24
q008,doc003_p004,5,9.30020900,13,0.47026044,9.30020900,0.47026044,0.38022648,0.72731966,2.59939900,20.22260600,-0.23901448,0.73617560,49,24
q008,doc006_p016,19,5.29084000,14,0.45535991,5.29084000,0.45535991,0.15272141,0.71204004,2.59939900,20.22260600,-0.23901448,0.73617560,49,24
q008,doc010_p002,17,5.66062600,15,0.44315144,5.66062600,0.44315144,0.17370431,0.69952097,2.59939900,20.22260600,-0.23901448,0.73617560,49,24
q008,doc004_p016,48,2.79092200,16,0.44273859,2.79092200,0.44273859,0.01086766,0.69909762,2.59939900,20.22260600,-0.23901448,0.73617560,49,24
q008,doc006_p013,8,8.60126400,17,0.43718696,8.60126400,0.43718696,0.34056599,0.69340475,2.59939900,20.22260600,-0.23901448,0.73617560,49,24
q008,doc010_p001,46,2.98161400,18,0.43095237,2.98161400,0.43095237,0.02168816,0.68701154,2.59939900,20.22260600,-0.23901448,0.73617560,49,24
q008,doc003_p008,2,18.08574500,19,0.42821267,18.08574500,0.42821267,0.87874732,0.68420214,2.59939900,20.22260600,-0.23901448,0.73617560,49,24
q008,doc007_p002,31,4.52828800,20,0.41453874,4.52828800,0.41453874,0.10945165,0.67018033,2.59939900,20.22260600,-0.23901448,0.73617560,49,24
q008,doc004_p014,30,4.56220100,21,0.39690763,4.56220100,0.39690763,0.11137598,0.65210067,2.59939900,20.22260600,-0.23901448,0.73617560,49,24
q008,doc004_p015,40,3.70411200,22,0.39625722,3.70411200,0.39625722,0.06268513,0.65143371,2.59939900,20.22260600,-0.23901448,0.73617560,49,24
q008,doc003_p003,15,6.92917700,23,0.38767108,6.92917700,0.38767108,0.24568616,0.64262913,2.59939900,20.22260600,-0.23901448,0.73617560,49,24
q008,doc003_p012,10,7.94956900,24,0.38250020,7.94956900,0.38250020,0.30358663,0.63732670,2.59939900,20.22260600,-0.23901448,0.73617560,49,24
q008,doc003_p028,42,3.14572100,25,0.36481822,3.14572100,0.36481822,0.03100015,0.61919487,2.59939900,20.22260600,-0.23901448,0.73617560,49,24
q008,doc003_p020,26,4.75336100,26,0.36286768,4.75336100,0.36286768,0.12222304,0.61719471,2.59939900,20.22260600,-0.23901448,0.73617560,49,24
q008,doc007_p001,45,3.00233100,27,0.36166108,3.00233100,0.36166108,0.02286372,0.61595741,2.59939900,20.22260600,-0.23901448,0.73617560,49,24
q008,doc005_p001,20,5.25160300,28,0.32270908,5.25160300,0.32270908,0.15049497,0.57601443,2.59939900,20.22260600,-0.23901448,0.73617560,49,24
q008,doc004_p020,44,3.01474000,29,0.31422713,3.01474000,0.31422713,0.02356784,0.56731669,2.59939900,20.22260600,-0.23901448,0.73617560,49,24
q008,doc006_p011,7,8.79135200,30,0.30535939,8.79135200,0.30535939,0.35135223,0.55822334,2.59939900,20.22260600,-0.23901448,0.73617560,49,24
q008,doc006_p003,32,4.50469000,31,0.30218351,4.50469000,0.30218351,0.10811262,0.55496666,2.59939900,20.22260600,-0.23901448,0.73617560,49,24
q008,doc006_p006,18,5.37004500,32,0.27030098,5.37004500,0.27030098,0.15721577,0.52227301,2.59939900,20.22260600,-0.23901448,0.73617560,49,24
q008,doc003_p013,22,5.22660700,33,0.25217655,5.22660700,0.25217655,0.14907661,0.50368747,2.59939900,20.22260600,-0.23901448,0.73617560,49,24
q008,doc006_p020,38,3.82522600,34,0.25142443,3.82522600,0.25142443,0.06955754,0.50291622,2.59939900,20.22260600,-0.23901448,0.73617560,49,24
q008,doc006_p004,29,4.69908500,35,0.24709319,4.69908500,0.24709319,0.11914324,0.49847478,2.59939900,20.22260600,-0.23901448,0.73617560,49,24
q008,doc003_p016,12,7.94956900,36,0.24379160,7.94956900,0.24379160,0.30358663,0.49508920,2.59939900,20.22260600,-0.23901448,0.73617560,49,24
q008,doc003_p017,23,5.22660700,37,0.22349988,5.22660700,0.22349988,0.14907661,0.47428123,2.59939900,20.22260600,-0.23901448,0.73617560,49,24
q008,doc003_p019,13,7.94956900,38,0.22309966,7.94956900,0.22309966,0.30358663,0.47387083,2.59939900,20.22260600,-0.23901448,0.73617560,49,24
q008,doc003_p011,21,5.22660700,39,0.20539078,5.22660700,0.20539078,0.14907661,0.45571142,2.59939900,20.22260600,-0.23901448,0.73617560,49,24
q008,doc006_p009,14,7.66040700,40,0.20468509,7.66040700,0.20468509,0.28717860,0.45498778,2.59939900,20.22260600,-0.23901448,0.73617560,49,24
q008,doc004_p013,27,4.73126600,41,0.12470848,4.73126600,0.12470848,0.12096930,0.37297647,2.59939900,20.22260600,-0.23901448,0.73617560,49,24
q008,doc006_p019,6,9.29413000,42,0.08885519,9.29413000,0.08885519,0.37988154,0.33621104,2.59939900,20.22260600,-0.23901448,0.73617560,49,24
q008,doc005_p009,28,4.72022800,43,0.08689222,4.72022800,0.08689222,0.12034297,0.33419813,2.59939900,20.22260600,-0.23901448,0.73617560,49,24
q008,doc003_p018,49,2.64607500,44,0.03740678,2.64607500,0.03740678,0.00264855,0.28345372,2.59939900,20.22260600,-0.23901448,0.73617560,49,24
q008,doc003_p015,25,4.75336100,45,-0.01989536,4.75336100,-0.01989536,0.12222304,0.22469375,2.59939900,20.22260600,-0.23901448,0.73617560,49,24
q008,doc003_p010,9,8.32947300,46,-0.03744811,8.32947300,-0.03744811,0.32514366,0.20669444,2.59939900,20.22260600,-0.23901448,0.73617560,49,24
q008,doc003_p014,11,7.94956900,47,-0.03991964,7.94956900,-0.03991964,0.30358663,0.20416003,2.59939900,20.22260600,-0.23901448,0.73617560,49,24
q008,doc003_p029,3,17.10521700,48,-0.10908835,17.10521700,-0.10908835,0.82310887,0.13323159,2.59939900,20.22260600,-0.23901448,0.73617560,49,24
q008,doc006_p015,50,2.59939900,49,-0.16633241,2.59939900,-0.16633241,0.00000000,0.07453118,2.59939900,20.22260600,-0.23901448,0.73617560,49,24
q008,doc002_p001,41,3.66474300,50,-0.23901448,3.66474300,-0.23901448,0.06045120,0.00000000,2.59939900,20.22260600,-0.23901448,0.73617560,49,24
q009,doc005_p002,22,5.15136000,1,0.79509127,5.15136000,0.79509127,0.14280608,0.99999999,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q009,doc005_p006,16,5.74396300,2,0.76595193,5.74396300,0.76595193,0.17596776,0.97215636,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q009,doc005_p004,47,2.90252700,3,0.74241281,2.90252700,0.74241281,0.01696285,0.94966394,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q009,doc006_p010,36,3.99528800,4,0.67417562,3.99528800,0.67417562,0.07811304,0.88446099,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q009,doc004_p010,39,3.70745800,5,0.62925267,3.70745800,0.62925267,0.06200626,0.84153560,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q009,doc003_p007,2,17.98542700,6,0.62880611,17.98542700,0.62880611,0.86099216,0.84110889,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q009,doc009_p003,37,3.92354800,7,0.61919355,3.92354800,0.61919355,0.07409852,0.83192377,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q009,doc004_p019,35,4.09648400,8,0.60358399,4.09648400,0.60358399,0.08377591,0.81700830,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q009,doc004_p003,34,4.21953800,9,0.59874666,4.21953800,0.59874666,0.09066193,0.81238607,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q009,doc003_p004,15,7.08633800,10,0.59189993,7.08633800,0.59189993,0.25108620,0.80584379,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q009,doc004_p009,43,3.12779300,11,0.58989525,3.12779300,0.58989525,0.02956859,0.80392825,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q009,doc003_p022,4,11.00500900,12,0.58967805,11.00500900,0.58967805,0.47037249,0.80372071,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q009,doc006_p002,33,4.26653400,13,0.57638061,4.26653400,0.57638061,0.09329179,0.79101455,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q009,doc006_p013,10,8.60126400,14,0.53737158,8.60126400,0.53737158,0.33586048,0.75374011,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q009,doc004_p016,48,2.79092200,15,0.53311050,2.79092200,0.53311050,0.01071750,0.74966850,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q009,doc006_p016,19,5.29084000,16,0.52636719,5.29084000,0.52636719,0.15061129,0.74322504,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q009,doc010_p002,17,5.66062600,17,0.52181435,5.66062600,0.52181435,0.17130428,0.73887465,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q009,doc007_p002,31,4.52828800,18,0.51603639,4.52828800,0.51603639,0.10793938,0.73335361,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q009,doc003_p008,1,20.46951300,19,0.51174450,20.46951300,0.51174450,1.00000000,0.72925256,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q009,doc010_p001,46,2.98161400,20,0.50527257,2.98161400,0.50527257,0.02138850,0.72306841,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q009,doc007_p001,45,3.00233100,21,0.50204557,3.00233100,0.50204557,0.02254781,0.71998491,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q009,doc003_p003,14,7.13063900,22,0.49086389,7.13063900,0.49086389,0.25356525,0.70930043,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q009,doc003_p012,23,4.75336100,23,0.44920751,4.75336100,0.44920751,0.12053432,0.66949635,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q009,doc004_p014,30,4.56220100,24,0.44265851,4.56220100,0.44265851,0.10983713,0.66323856,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q009,doc005_p001,20,5.25160300,25,0.42297661,5.25160300,0.42297661,0.14841562,0.64443184,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q009,doc004_p020,44,3.01474000,26,0.40821147,3.01474000,0.40821147,0.02324221,0.63032325,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q009,doc003_p028,42,3.14572100,27,0.40031314,3.14572100,0.40031314,0.03057183,0.62277613,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q009,doc003_p020,12,8.29345400,28,0.37937614,8.29345400,0.37937614,0.31863563,0.60277012,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q009,doc006_p006,18,5.37004500,29,0.36470166,5.37004500,0.36470166,0.15504355,0.58874815,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q009,doc006_p003,32,4.50469000,30,0.36202201,4.50469000,0.36202201,0.10661885,0.58618766,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q009,doc006_p004,29,4.69908500,31,0.35721502,4.69908500,0.35721502,0.11749707,0.58159442,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q009,doc006_p011,6,8.79135200,32,0.35561770,8.79135200,0.35561770,0.34649768,0.58006812,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q009,doc003_p013,8,8.66331400,33,0.33526808,8.66331400,0.33526808,0.33933275,0.56062337,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q009,doc006_p020,38,3.82522600,34,0.33501685,3.82522600,0.33501685,0.06859648,0.56038331,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q009,doc003_p017,9,8.66331400,35,0.30601180,8.66331400,0.30601180,0.33933275,0.53266801,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q009,doc004_p015,40,3.70411200,36,0.30101788,3.70411200,0.30101788,0.06181902,0.52789615,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q009,doc003_p016,25,4.75336100,37,0.29632854,4.75336100,0.29632854,0.12053432,0.52341532,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q009,doc006_p009,13,7.66040700,38,0.25545073,7.66040700,0.25545073,0.28321073,0.48435519,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q009,doc003_p011,7,8.66331400,39,0.25425491,8.66331400,0.25425491,0.33933275,0.48321255,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q009,doc006_p019,5,9.29413000,40,0.21332191,9.29413000,0.21332191,0.37463281,0.44409968,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q009,doc003_p019,26,4.75336100,41,0.20257986,4.75336100,0.20257986,0.12053432,0.43383529,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q009,doc003_p018,49,2.64607500,42,0.16550645,2.64607500,0.16550645,0.00261196,0.39841039,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q009,doc005_p009,28,4.72022800,43,0.15306014,4.72022800,0.15306014,0.11868022,0.38651752,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q009,doc004_p013,27,4.73126600,44,0.14938284,4.73126600,0.14938284,0.11929790,0.38300373,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q009,doc003_p015,11,8.29345400,45,0.03163139,8.29345400,0.03163139,0.31863563,0.27048824,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q009,doc003_p014,24,4.75336100,46,-0.03843257,4.75336100,-0.03843257,0.12053432,0.20353975,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q009,doc003_p029,3,17.55199000,47,-0.05798298,17.55199000,-0.05798298,0.83673730,0.18485868,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q009,doc003_p010,21,5.22660700,48,-0.08682806,5.22660700,-0.08682806,0.14701686,0.15729623,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q009,doc006_p015,50,2.59939900,49,-0.11916421,2.59939900,-0.11916421,0.00000000,0.12639794,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q009,doc002_p001,41,3.66474300,50,-0.25144413,3.66474300,-0.25144413,0.05961596,0.00000000,2.59939900,20.46951300,-0.25144413,0.79509127,49,24
q010,doc005_p004,24,6.37749500,1,0.65445149,6.37749500,0.65445149,0.19058827,0.99999999,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q010,doc005_p006,18,7.14786500,2,0.61999393,7.14786500,0.61999393,0.24171051,0.97034744,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q010,doc004_p010,17,7.58141000,3,0.61268765,7.58141000,0.61268765,0.27048083,0.96406000,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q010,doc005_p002,32,5.36191600,4,0.55729687,5.36191600,0.55729687,0.12319380,0.91639332,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q010,doc009_p003,30,5.97481900,5,0.49030840,5.97481900,0.49030840,0.16386644,0.85874620,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q010,doc006_p013,9,10.39885700,6,0.45303738,10.39885700,0.45303738,0.45744840,0.82667253,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q010,doc006_p008,34,5.26215100,7,0.44745553,5.26215100,0.44745553,0.11657334,0.82186905,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q010,doc003_p004,44,4.16363500,8,0.44640273,4.16363500,0.44640273,0.04367512,0.82096306,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q010,doc004_p009,29,6.16588300,9,0.44459203,6.16588300,0.44459203,0.17654556,0.81940486,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q010,doc006_p002,26,6.29075800,10,0.43696442,6.29075800,0.43696442,0.18483235,0.81284090,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q010,doc004_p019,28,6.18721600,11,0.42075956,6.18721600,0.42075956,0.17796124,0.79889576,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q010,doc004_p018,35,5.18076800,12,0.41982418,5.18076800,0.41982418,0.11117271,0.79809082,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q010,doc006_p016,21,6.96758700,13,0.41880369,6.96758700,0.41880369,0.22974715,0.79721263,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q010,doc004_p003,23,6.41177200,14,0.41797584,6.41177200,0.41797584,0.19286291,0.79650022,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q010,doc006_p010,46,3.99528800,15,0.41016948,3.99528800,0.41016948,0.03250350,0.78978244,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q010,doc006_p024,47,3.67578200,16,0.40707695,3.67578200,0.40707695,0.01130088,0.78712115,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q010,doc003_p021,49,3.55767900,17,0.40308949,3.55767900,0.40308949,0.00346349,0.78368973,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q010,doc004_p016,2,14.72899300,18,0.40266833,14.72899300,0.40266833,0.74479897,0.78332730,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q010,doc003_p009,3,13.19011200,19,0.38688058,13.19011200,0.38688058,0.64267785,0.76974111,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q010,doc005_p001,15,7.83346600,20,0.38179204,7.83346600,0.38179204,0.28720743,0.76536215,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q010,doc010_p002,20,7.00748000,21,0.37562120,7.00748000,0.37562120,0.23239447,0.76005182,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q010,doc003_p003,33,5.26409600,22,0.34383169,5.26409600,0.34383169,0.11670241,0.73269527,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q010,doc006_p005,31,5.53840300,23,0.34318525,5.53840300,0.34318525,0.13490559,0.73213897,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q010,doc005_p003,43,4.35904900,24,0.32953697,4.35904900,0.32953697,0.05664292,0.72039391,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q010,doc006_p004,40,4.68427600,25,0.32463270,4.68427600,0.32463270,0.07822518,0.71617353,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q010,doc010_p001,38,4.94606000,26,0.31496522,4.94606000,0.31496522,0.09559734,0.70785415,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q010,doc004_p014,22,6.80281300,27,0.31213272,6.80281300,0.31213272,0.21881264,0.70541663,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q010,doc003_p028,37,5.02680900,28,0.29230118,5.02680900,0.29230118,0.10095589,0.68835055,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q010,doc006_p003,25,6.33287500,29,0.28952879,6.33287500,0.28952879,0.18762726,0.68596476,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q010,doc007_p002,14,8.02633200,30,0.28636426,8.02633200,0.28636426,0.30000614,0.68324151,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q010,doc004_p020,6,11.69692900,31,0.27588379,11.69692900,0.27588379,0.54358928,0.67422252,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q010,doc006_p026,4,12.67405500,32,0.26900417,12.67405500,0.26900417,0.60843198,0.66830224,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q010,doc006_p014,50,3.50548700,33,0.25819156,3.50548700,0.25819156,0.00000000,0.65899742,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q010,doc006_p007,5,11.77228100,34,0.25677341,11.77228100,0.25677341,0.54858969,0.65777703,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q010,doc007_p001,41,4.62785100,35,0.24765700,4.62785100,0.24765700,0.07448079,0.64993188,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q010,doc006_p006,11,9.82467800,36,0.24652676,9.82467800,0.24652676,0.41934552,0.64895924,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q010,doc006_p009,16,7.66040700,37,0.23264703,7.66040700,0.23264703,0.27572312,0.63701501,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q010,doc006_p011,10,10.15773000,38,0.21658579,10.15773000,0.21658579,0.44144706,0.62319346,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q010,doc004_p015,12,9.37148800,39,0.19449101,9.37148800,0.19449101,0.38927154,0.60417974,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q010,doc001_p004,7,11.36885800,40,0.17072764,11.36885800,0.17072764,0.52181828,0.58373010,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q010,doc005_p009,13,8.03741900,41,0.09620183,8.03741900,0.09620183,0.30074188,0.51959671,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q010,doc006_p019,1,18.57466200,42,0.06610956,18.57466200,0.06610956,1.00000000,0.49370073,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q010,doc001_p002,45,4.13717600,43,0.00932097,4.13717600,0.00932097,0.04191928,0.44483115,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q010,doc003_p029,19,7.04785400,44,-0.00969260,7.04785400,-0.00969260,0.23507372,0.42846897,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q010,doc004_p013,39,4.75689300,45,-0.12662685,4.75689300,-0.12662685,0.08304409,0.32784088,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q010,doc001_p005,27,6.18794000,46,-0.15002733,6.18794000,-0.15002733,0.17800928,0.30770353,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q010,doc006_p015,48,3.67376100,47,-0.19454534,3.67376100,-0.19454534,0.01116677,0.26939344,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q010,doc001_p001,42,4.45635200,48,-0.19879968,4.45635200,-0.19879968,0.06310000,0.26573235,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q010,doc002_p001,8,10.67486300,49,-0.30621836,10.67486300,-0.30621836,0.47576433,0.17329291,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q010,doc001_p003,36,5.11766200,50,-0.50759232,5.11766200,-0.50759232,0.10698495,0.00000000,3.50548700,18.57466200,-0.50759232,0.65445149,49,24
q011,doc005_p006,15,10.99892900,1,0.88045692,10.99892900,0.88045692,0.39589492,0.99999999,6.78471900,17.42948800,-0.52890503,0.88045692,49,24
q011,doc006_p002,34,8.35243500,2,0.83733094,8.35243500,0.83733094,0.14727572,0.96940034,6.78471900,17.42948800,-0.52890503,0.88045692,49,24
q011,doc009_p003,37,8.10832200,3,0.82892287,8.10832200,0.82892287,0.12434305,0.96343447,6.78471900,17.42948800,-0.52890503,0.88045692,49,24
q011,doc005_p004,7,11.87437400,4,0.79646736,11.87437400,0.79646736,0.47813673,0.94040596,6.78471900,17.42948800,-0.52890503,0.88045692,49,24
q011,doc004_p003,29,8.51551100,5,0.71975315,8.51551100,0.71975315,0.16259554,0.88597409,6.78471900,17.42948800,-0.52890503,0.88045692,49,24
q011,doc006_p016,27,8.65834300,6,0.65326011,8.65834300,0.65326011,0.17601359,0.83879456,6.78471900,17.42948800,-0.52890503,0.88045692,49,24
q011,doc004_p009,36,8.16118600,7,0.64497960,8.16118600,0.64497960,0.12930924,0.83291920,6.78471900,17.42948800,-0.52890503,0.88045692,49,24
q011,doc004_p010,8,11.32723800,8,0.64115083,11.32723800,0.64115083,0.42673721,0.83020253,6.78471900,17.42948800,-0.52890503,0.88045692,49,24
q011,doc004_p019,22,9.16508000,9,0.62704813,9.16508000,0.62704813,0.22361791,0.82019608,6.78471900,17.42948800,-0.52890503,0.88045692,49,24
q011,doc003_p004,4,13.67931300,10,0.61585355,13.67931300,0.61585355,0.64769785,0.81225307,6.78471900,17.42948800,-0.52890503,0.88045692,49,24
q011,doc004_p018,42,7.76289400,11,0.58023721,7.76289400,0.58023721,0.09189255,0.78698182,6.78471900,17.42948800,-0.52890503,0.88045692,49,24
q011,doc006_p013,20,9.39821500,12,0.56277746,9.39821500,0.56277746,0.24551928,0.77459341,6.78471900,17.42948800,-0.52890503,0.88045692,49,24
q011,doc006_p005,30,8.47066700,13,0.55611461,8.47066700,0.55611461,0.15838277,0.76986585,6.78471900,17.42948800,-0.52890503,0.88045692,49,24
q011,doc003_p020,41,8.05380600,14,0.52355665,8.05380600,0.52355665,0.11922166,0.74676464,6.78471900,17.42948800,-0.52890503,0.88045692,49,24
q011,doc005_p002,49,6.87649400,15,0.51362216,6.87649400,0.51362216,0.00862161,0.73971572,6.78471900,17.42948800,-0.52890503,0.88045692,49,24
q011,doc003_p006,24,8.83213000,16,0.49812675,8.83213000,0.49812675,0.19233964,0.72872109,6.78471900,17.42948800,-0.52890503,0.88045692,49,24
q011,doc003_p003,9,11.28724000,17,0.49526167,11.28724000,0.49526167,0.42297968,0.72668820,6.78471900,17.42948800,-0.52890503,0.88045692,49,24
q011,doc006_p003,14,11.00130000,18,0.49498171,11.00130000,0.49498171,0.39611766,0.72648955,6.78471900,17.42948800,-0.52890503,0.88045692,49,24
q011,doc003_p009,21,9.17015300,19,0.49017030,9.17015300,0.49017030,0.22409448,0.72307566,6.78471900,17.42948800,-0.52890503,0.88045692,49,24
q011,doc005_p001,18,9.64107000,20,0.48487127,9.64107000,0.48487127,0.26833377,0.71931578,6.78471900,17.42948800,-0.52890503,0.88045692,49,24
q011,doc010_p002,33,8.35433400,21,0.46011621,8.35433400,0.46011621,0.14745412,0.70175105,6.78471900,17.42948800,-0.52890503,0.88045692,49,24
q011,doc004_p014,26,8.77428200,22,0.45548493,8.77428200,0.45548493,0.18690523,0.69846497,6.78471900,17.42948800,-0.52890503,0.88045692,49,24
q011,doc006_p010,45,7.40988500,23,0.44529122,7.40988500,0.44529122,0.05872988,0.69123212,6.78471900,17.42948800,-0.52890503,0.88045692,49,24
q011,doc003_p028,25,8.81521000,24,0.43734688,8.81521000,0.43734688,0.19075012,0.68559528,6.78471900,17.42948800,-0.52890503,0.88045692,49,24
q011,doc006_p006,38,8.06528800,25,0.42158100,8.06528800,0.42158100,0.12030031,0.67440874,6.78471900,17.42948800,-0.52890503,0.88045692,49,24
q011,doc003_p012,10,11.25001500,26,0.41206014,11.25001500,0.41206014,0.41948266,0.66765330,6.78471900,17.42948800,-0.52890503,0.88045692,49,24
q011,doc007_p002,23,9.10376400,27,0.38258302,9.10376400,0.38258302,0.21785771,0.64673808,6.78471900,17.42948800,-0.52890503,0.88045692,49,24
q011,doc003_p022,19,9.62110200,28,0.37722605,9.62110200,0.37722605,0.26645792,0.64293709,6.78471900,17.42948800,-0.52890503,0.88045692,49,24
q011,doc003_p001,47,7.14760700,29,0.37063670,7.14760700,0.37063670,0.03409074,0.63826168,6.78471900,17.42948800,-0.52890503,0.88045692,49,24
q011,doc010_p001,16,10.51996200,30,0.32768196,10.51996200,0.32768196,0.35089939,0.60778353,6.78471900,17.42948800,-0.52890503,0.88045692,49,24
q011,doc005_p009,17,10.39891800,31,0.32521266,10.39891800,0.32521266,0.33952818,0.60603146,6.78471900,17.42948800,-0.52890503,0.88045692,49,24
